name_ar,name_en,gender,religion,role,frequency_class,corpus_share_pct,slot1_pct,slot2_pct,slot3_pct,slot4_pct,slot5_pct,slot6_pct,slot7_pct,slot8_pct,tashkeel,meaning_ar,meaning_en,ar_variants,en_variants,data_version
الناجح,Elnageh,m,n,f,n,0.000164,0.0,66.67,16.67,16.67,0.0,0.0,0.0,0.0,النَّاجِح,الناجح؛ الفائز,The successful,الناجح,Elnageh|Al-Najih|El-Nageh,v0.1.x
النفياوي,El Nefyawy,n,n,f,n,0.000164,0.0,0.0,0.0,16.67,83.33,0.0,0.0,0.0,اَلنِّفْيَاوِيّ,نسبة إلى قرية النفياوية أو النفيا، أو من النفي وهو الإبعاد أو الطرد.,"Attributed to the village of El Nefyawia or El Nefya, or from 'nafy' meaning expulsion or banishment.",النفياوي|النفياوى,Elnafyawy|Al-Nafyawi|El-Nafyawy,v0.1.x
النمرسي,Elnamrsy,n,n,f,n,0.000164,0.0,0.0,0.0,16.67,66.67,16.67,0.0,0.0,النَّمْرِسِي,منسوب إلى أبي النمرس (بالجيزة),From Abu al-Namros (Giza,النمرسي|النمرسى,Elnamrsy|Al-Namrisi|El-Namrasy,v0.1.x
الهوبي,El Houby,n,n,f,n,0.000164,0.0,0.0,0.0,11.11,33.33,55.56,0.0,0.0,اَلْهُوبِيّ,من الهوب وهو نوع من الطيور، أو الهوب بمعنى السرعة والخفة. قد يكون لقباً يدل على صفة.,"From 'houb' which is a type of bird, or 'houb' meaning speed and lightness. May be a nickname indicating a characteristic.",الهوبي|الهوبى,Elhouby|Al-Hubi|El-Hobey,v0.1.x
الورش,Elwarsh,n,n,f,n,0.000164,0.0,0.0,0.0,0.0,61.11,38.89,0.0,0.0,الوَرْش,وَرْش؛ لقب عثمان بن سعيد قارئ المدينة,Warsh; epithet of the Medinan Qurʾān reader,الورش,Elwarsh|Al-Warsh|El-Warash,v0.1.x
ايفلين,Evelyn,f,c,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,اِيفْلِين,اسم إنجليزي Evelyn؛ مشتق تقليديًا من أسماء جرمانية/فرنسية,Evelyn; traditional English given name,ايفلين,Evelyn|Eveline|Ivelyn,v0.1.x
ايلين,Eileen,f,n,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,اِيلِين,اسم Eileen/Aileen؛ من Helen أو إيرلندي Aibhilin,Eileen; from Helen or Irish Aibhilin,ايلين,Eileen|Aileen|Ileen,v0.1.x
باكير,Bakeer,m,n,g,n,0.000164,0.0,0.0,33.33,33.33,27.78,5.56,0.0,0.0,بَاكِيْر,من الجذر بكر، بمعنى المبكر أو السابق، أو من البكر وهو الشاب الفتي.,"From the root 'bakr', meaning early or preceding, or 'bakr' meaning a young man.",باكير,Bakeer|Bakir|Baqir,v0.1.x
بخوري,Bakhoury,n,c,f,n,0.000164,0.0,0.0,33.33,38.89,27.78,0.0,0.0,0.0,بَخُّورِي,منسوب إلى البخور؛ عطّار البخور,Related to incense; incense seller,بخوري|بخورى,Bakhoury|Bakhuri|Bakhouri,v0.1.x
براغيث,Baragheeth,n,n,f,n,0.000164,0.0,0.0,0.0,5.56,72.22,22.22,0.0,0.0,بَرَاغِيث,البراغيث (جمع برغوث),Fleas,براغيث,Baragheeth|Baraghith,v0.1.x
بركسام,Barksam,m,c,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,بَرْكَسَام,اسم قبطي قديم، يعني 'ابن سام' أو 'ابن الشمس'.,"Ancient Coptic name, meaning 'son of Sam' or 'son of the sun'.",بركسام,Berxam|Perxam|Birkasam,v0.1.x
بعجر,Baagar,f,n,f,n,0.000164,0.0,0.0,0.0,0.0,77.78,22.22,0.0,0.0,بَعْجَر,اسم عائلة مصري، قد يكون له أصل من كلمة 'بعجر' بمعنى انتفخ أو تضخم، أو قد يكون تحريفًا لاسم آخر.,"Egyptian surname, possibly derived from 'ba'gar' meaning to swell or inflate, or a distortion of another name.",بعجر,Baagar|Bajar|Baajr,v0.1.x
بكور,Bakour,n,n,f,n,0.000164,0.0,5.56,11.11,22.22,61.11,0.0,0.0,0.0,بَكُّور,البكور؛ التبكير/أبكار,Early ripening; first-fruits,بكور,Bakour|Bakkur|Bakoor,v0.1.x
بيسم,Baisam,m,n,g,n,0.000164,5.56,27.78,5.56,55.56,5.56,0.0,0.0,0.0,بَيْسَم,اسم علم مذكر، قد يكون له أصل من 'بَسَمَ' بمعنى ابتسم، أو قد يكون تحريفًا لاسم آخر. غير شائع.,"Male given name, possibly derived from 'basama' (to smile), or a distortion of another name. Uncommon.",بيسم,Besam|Bisam|Bessem,v0.1.x
ترفينا,Tarfeena,f,c,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,تَرْفِينَا,اسم علم مؤنث مسيحي، أصل يوناني 'Tryphaina' ويعني 'الرقيقة' أو 'الناعمة'.,"Female Christian given name, of Greek origin 'Tryphaina' meaning 'delicate' or 'tender'.",ترفينا,Tervina|Terfina|Tarfina,v0.1.x
تواضروس,Tawadros,m,c,g,n,0.000164,0.0,16.67,0.0,33.33,44.44,5.56,0.0,0.0,تَوَاضْرُوس,من اليونانية Theodoros: هبة الله,Gift of God (from Greek Theodoros,تواضروس,Tawadros|Tawadrous|Theodorus,v0.1.x
جادوا,Gadwa,f,n,g,n,0.000164,0.0,11.11,0.0,11.11,61.11,16.67,0.0,0.0,جَادْوَا,اسم علم مؤنث، قد يكون له أصل من 'جَادَ' بمعنى أعطى بسخاء، أو قد يكون تحريفًا لاسم آخر. غير شائع.,"Female given name, possibly derived from 'jada' (to give generously), or a distortion of another name. Uncommon.",جادوا,Gadwa|Jadwa,v0.1.x
جاسكي,Gasky,n,n,f,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,جَاسْكِي,اسم عائلة مصري، قد يكون له أصل تركي أو أجنبي، أو تحريف لاسم آخر.,"Egyptian surname, possibly of Turkish or foreign origin, or a distortion of another name.",جاسكي|جاسكى,Gasky|Jasky,v0.1.x
جالوس,Galous,m,c,g,n,0.000164,0.0,0.0,11.11,11.11,44.44,33.33,0.0,0.0,جَالُوس,اسم علم مذكر مسيحي، أصل يوناني 'Gallus' ويعني 'من بلاد الغال' (فرنسا القديمة).,"Male Christian given name, of Greek origin 'Gallus' meaning 'from Gaul' (ancient France).",جالوس,Galous|Jalus|Galos,v0.1.x
جزولي,Gazouly,n,m,f,n,0.000164,0.0,5.56,11.11,77.78,5.56,0.0,0.0,0.0,جَزُولِي,منسوب إلى جزولة (قبيلة بربرية بالمغرب),From Jazula (Berber tribe in Morocco,جزولي|جزولى,Gazouly|Jazuli|Gazoly,v0.1.x
جلوي,Galwy,m,m,g,n,0.000164,0.0,0.0,0.0,94.44,5.56,0.0,0.0,0.0,جَلْوِي,اسم علم مذكر، من الفعل 'جَلا' بمعنى كشف وأظهر، أو قد يكون نسبة إلى 'جلوة' وهي نوع من الرقص أو الاحتفال.,"Male given name, derived from 'jala' (to reveal or make clear), or possibly related to 'galwa' (a type of dance or celebration).",جلوي|جلوى,Galwy|Jalwi|Galawi,v0.1.x
جوهرة,Gawhara,f,n,g,n,0.000164,94.44,0.0,0.0,0.0,5.56,0.0,0.0,0.0,جَوْهَرَة,الجوهرة؛ الدرة الثمينة,Jewel; gem,جوهرة|جوهره,Gawhara|Jawhara|Gohara,v0.1.x
حارون,Haroun,m,m,g,n,0.000164,0.0,0.0,11.11,16.67,50.0,22.22,0.0,0.0,حَارُون,هارون؛ اسم علم توراتي/قرآني للنبي هارون,Aaron; Biblical/Qurʾānic prophet's name,حارون,Haroun|Harun|Aaron,v0.1.x
حبة,Habba,n,n,f,n,0.000164,0.0,0.0,0.0,11.11,66.67,22.22,0.0,0.0,حَبَّة,الحبّة,The grain; seed; berry,حبة|حبه,Habba|Hebba|Habbah,v0.1.x
حبليزة,Hableeza,f,n,f,n,0.000164,0.0,0.0,0.0,16.67,83.33,0.0,0.0,0.0,حَبْلِيزَة,اسم عائلة مصري، قد يكون له أصل من كلمة 'حبل' أو تحريف لاسم آخر. غير شائع.,"Egyptian surname, possibly derived from 'habl' (rope) or a distortion of another name. Uncommon.",حبليزة|حبليزه,Hableeza,v0.1.x
حسنات,Hasanat,f,m,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,حَسَنَات,الحسنات؛ الأعمال الحسنة,Good deeds; merits,حسنات,Hasanat|Hassanat,v0.1.x
حفلش,Haflash,n,n,f,n,0.000164,0.0,0.0,0.0,11.11,88.89,0.0,0.0,0.0,حَفْلَش,اسم عائلة مصري، غير واضح الأصل أو المعنى، قد يكون تحريفًا لاسم آخر أو لهجة محلية.,"Egyptian surname, unclear origin or meaning, possibly a distortion of another name or a local dialectal term.",حفلش,Haflash,v0.1.x
حلبية,Halabeya,n,n,f,n,0.000164,0.0,0.0,0.0,22.22,50.0,22.22,5.56,0.0,حَلَبِيَّة,المنسوبة إلى حلب؛ الحلبيّة,From Aleppo (fem. nisba,حلبية|حلبيه,Halabeya|Halabiya|Halabia,v0.1.x
حوراء,Hawraa,f,m,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,حَوْرَاء,الحوراء؛ شديدة بياض العين مع سوادها,Woman with eyes of stark black-and-white contrast,حوراء,Hawraa|Hawra|Horaa,v0.1.x
حويل,Howail,m,m,g,n,0.000164,0.0,11.11,22.22,22.22,44.44,0.0,0.0,0.0,حُوَيْل,اسم علم مذكر، تصغير لكلمة 'حائل' أو 'حائل' بمعنى الحاجز أو المانع. قد يكون له معنى آخر في اللهجة العامية.,"Male given name, diminutive of 'ha'il' (barrier or obstacle). May have another meaning in colloquial Egyptian Arabic.",حويل,Howayel|Huwayyil|Howail,v0.1.x
حياالله,Hayaallah,n,m,f,n,0.000164,0.0,0.0,0.0,33.33,55.56,11.11,0.0,0.0,حَيَااللَّه,حيّا الله؛ تحية بمعنى أبقاه الله,May God greet/keep alive (ḥayyā Allāh,حياالله,Hayaallah|Haya Allah|Hayaullah,v0.1.x
ختعم,Khatham,n,n,f,n,0.000164,0.0,0.0,0.0,33.33,61.11,5.56,0.0,0.0,خَتْعَم,ختعم؛ قبيلة عربية قديمة,Khathʿam; ancient Arab tribe,ختعم,Khatham|Khatam|Khataam,v0.1.x
خزبك,Khazbak,m,m,g,n,0.000164,0.0,0.0,0.0,5.56,72.22,22.22,0.0,0.0,خَزْبَك,اسم علم مذكر، أصل تركي 'Hızır Bek' ويعني 'الأمير الخضر' أو 'السيد الخضر'.,"Male given name, of Turkish origin 'Hızır Bek' meaning 'Prince Khidr' or 'Master Khidr'.",خزبك,Khezbek|Khizbek|Khazbek,v0.1.x
خشانة,Khasshana,f,n,f,n,0.000164,0.0,0.0,0.0,0.0,61.11,38.89,0.0,0.0,خَشَّانَة,اسم عائلة مصري، قد يكون له أصل من 'خَشَنَ' بمعنى صار خشنًا، أو قد يكون نسبة إلى مكان أو مهنة.,"Egyptian surname, possibly derived from 'khashana' (to become rough), or related to a place or profession.",خشانة|خشانه,Khashana|Khashshana,v0.1.x
دشطوطي,Dashtooty,n,n,f,n,0.000164,0.0,16.67,55.56,27.78,0.0,0.0,0.0,0.0,دَشْطُوطِي,اسم عائلة مصري، نسبة إلى قرية 'دشطوط' بمحافظة كفر الشيخ.,"Egyptian surname, referring to the village of 'Dashtoot' in Kafr El Sheikh Governorate.",دشطوطي|دشطوطى,Dashtouty|Dashtuti|Dashtoty,v0.1.x
دغيش,Doghaish,m,m,g,n,0.000164,0.0,0.0,0.0,11.11,83.33,5.56,0.0,0.0,دُغَيْش,اسم علم مذكر، تصغير لكلمة 'دغش' بمعنى الظلام أو الغبش. قد يكون له معنى آخر في اللهجة العامية.,"Male given name, diminutive of 'daghash' (darkness or dimness). May have another meaning in colloquial Egyptian Arabic.",دغيش,Doghayesh|Dughayyish|Dughaish,v0.1.x
رئال,Re'al,f,n,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,رِئَال,اسم علم مؤنث، جمع 'رِئْل' وهو ولد النعامة. غير شائع.,"Female given name, plural of 're'l' (ostrich chick). Uncommon.",رئال,Real|Rial|Reaal,v0.1.x
رتال,Retal,f,m,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,رِتَال,اسم علم مؤنث، من 'رَتَلَ' بمعنى حسن ترتيل القرآن أو الكلام. يشير إلى الجمال وحسن الصوت.,"Female given name, derived from 'ratala' (to recite the Quran or speech beautifully). Implies beauty and a good voice.",رتال,Retal|Rital,v0.1.x
ركب,Rakab,n,n,f,n,0.000164,0.0,0.0,0.0,5.56,55.56,38.89,0.0,0.0,رَكَب,الركب؛ الجماعة المسافرة,The riding party; caravan,ركب,Rakab|Rakeb,v0.1.x
ركبة,Rokba,n,n,f,n,0.000164,0.0,0.0,0.0,0.0,77.78,22.22,0.0,0.0,رُكْبَة,الركبة,The knee,ركبة|ركبه,Rokba|Rukba|Rokbah,v0.1.x
رنان,Rannan,m,n,g,n,0.000164,16.67,5.56,16.67,38.89,16.67,5.56,0.0,0.0,رَنَّان,الرنّان؛ ذو الصوت الرنّان,The resonant; ringing,رنان,Rannan|Rannaan,v0.1.x
روس,Roos,n,n,f,n,0.000164,0.0,0.0,16.67,55.56,11.11,11.11,5.56,0.0,رُوس,اسم عائلة مصري، قد يكون له أصل أجنبي (مثل 'روس' بمعنى أحمر في اللغات السلافية) أو تحريف لاسم آخر.,"Egyptian surname, possibly of foreign origin (e.g., 'Rus' meaning red in Slavic languages) or a distortion of another name.",روس,Rous|Roos|Rus,v0.1.x
رويش,Rowaish,m,m,g,n,0.000164,0.0,0.0,5.56,72.22,5.56,16.67,0.0,0.0,رُوَيْش,اسم علم مذكر، تصغير لكلمة 'ريش' بمعنى زغب الطائر. قد يكون له معنى آخر في اللهجة العامية.,"Male given name, diminutive of 'reesh' (bird's down or feather). May have another meaning in colloquial Egyptian Arabic.",رويش,Rowayesh|Ruwayyish|Rowaish,v0.1.x
زعرور,Zaarour,n,n,f,n,0.000164,0.0,0.0,5.56,38.89,50.0,5.56,0.0,0.0,زُعْرُور,الزعرور (شجر/ثمر),Azarole/hawthorn (tree/fruit,زعرور,Zaarour|Zurur|Zaaroor,v0.1.x
زغاوة,Zagawa,n,n,f,n,0.000164,0.0,0.0,0.0,11.11,72.22,16.67,0.0,0.0,زَغَاوَة,زغاوة؛ شعب/قبيلة في السودان وتشاد,Zaghawa; people/tribe in Sudan and Chad,زغاوة|زغاوه,Zagawa|Zaghawa,v0.1.x
زغيمر,Zoghaimar,m,m,g,n,0.000164,0.0,0.0,0.0,5.56,94.44,0.0,0.0,0.0,زُغَيْمَر,اسم علم مذكر، تصغير لكلمة 'زغمار' أو 'زغمر' وهي غير واضحة المعنى في العربية الفصحى، قد تكون لهجة عامية أو تحريفًا.,"Male given name, diminutive of 'zaghmar' or 'zoghamar', which has no clear meaning in classical Arabic. Possibly a colloquial term or a distortion.",زغيمر,Zoghaimer|Zughaymir|Zoghaimr,v0.1.x
زقم,Zaqam,n,n,f,n,0.000164,0.0,0.0,16.67,38.89,38.89,5.56,0.0,0.0,زَقَم,اسم عائلة مصري، قد يكون له أصل من 'زَقَمَ' بمعنى بلع أو ابتلع، أو قد يكون تحريفًا لاسم آخر.,"Egyptian surname, possibly derived from 'zaqama' (to swallow or gulp), or a distortion of another name.",زقم,Zaqam|Zagham,v0.1.x
زنكل,Zankal,n,n,f,n,0.000164,0.0,0.0,0.0,0.0,88.89,11.11,0.0,0.0,زَنْكَل,اسم عائلة، قد يكون تصغيرًا لكلمة 'زنك' أو لهجة محلية بمعنى معين، أو نسبة لمكان.,"Family name, possibly a diminutive of 'zinc' or a local dialectal term, or a toponymic reference.",زنكل,Zankal|Zenkel,v0.1.x
سادن,Saden,m,n,g,n,0.000164,94.44,5.56,0.0,0.0,0.0,0.0,0.0,0.0,سَادِن,السادن؛ خادم المعبد/الحاجب,Temple keeper; custodian,سادن,Saden|Sadin,v0.1.x
سارية,Sarya,m,m,g,n,0.000164,55.56,38.89,5.56,0.0,0.0,0.0,0.0,0.0,سَارِيَة,السارية؛ العمود أو السحابة السارية ليلًا؛ واسم صحابي,Pillar; night cloud; also a Companion's name,سارية|ساريه,Sarya|Sariya|Saria,v0.1.x
ساير,Sayer,m,n,g,n,0.000164,5.56,22.22,0.0,27.78,38.89,5.56,0.0,0.0,سَايِر,اسم فاعل من الفعل 'سارَ'، بمعنى الماشي أو المتحرك. وقد يكون اسم علم شخصي أو لقبًا.,"Active participle of 'sara' (to walk/move), meaning 'the one who walks' or 'the moving one'. Can be a given name or a surname.",ساير,Sayer|Sayir|Sair,v0.1.x
سبتان,Sabtan,m,n,f,n,0.000164,0.0,0.0,0.0,11.11,61.11,27.78,0.0,0.0,سَبْتَان,اسم عائلة، قد يكون نسبة إلى 'سبت' (يوم السبت) أو مكان يحمل هذا الاسم، أو تصغيرًا لكلمة 'سبت'.,"Family name, possibly related to 'Sabt' (Saturday) or a place named after it, or a diminutive of 'Sabt'.",سبتان,Sebtan|Sibtan,v0.1.x
سديل,Sadeel,f,n,g,n,0.000164,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,سَدِيل,السديل؛ السِّتْرُ المُسْدَل,The hanging curtain/veil,سديل,Sadeel|Sadil,v0.1.x
سروة,Sarwa,n,n,f,n,0.000164,0.0,0.0,5.56,5.56,72.22,16.67,0.0,0.0,سَرْوَة,السروة (شجرة),Cypress tree,سروة|سروه,Sarwa|Sarwah,v0.1.x
سكوت,Sokout,n,n,f,n,0.000164,0.0,0.0,5.56,5.56,55.56,33.33,0.0,0.0,سُكُوت,السكوت؛ الصمت,Silence,سكوت,Sokout|Sukut|Scout,v0.1.x
سمكة,Samaka,n,n,f,n,0.000164,0.0,0.0,0.0,33.33,61.11,5.56,0.0,0.0,سَمَكَة,السمكة,The fish,سمكة|سمكه,Samaka|Samakah,v0.1.x
سوار,Sewar,f,n,g,n,0.000164,55.56,0.0,16.67,5.56,16.67,5.56,0.0,0.0,سِوَار,السوار؛ حلية المعصم,Bracelet,سوار,Sewar|Siwar|Swar,v0.1.x
سويدي,Sweidy,n,n,f,n,0.000164,0.0,0.0,0.0,5.56,61.11,22.22,5.56,5.56,سُوَيْدِي,اسم عائلة، نسبة إلى 'السويد' (الدولة الأوروبية)، أو تصغير لكلمة 'أسود' (سُوَيْد).,"Family name, either referring to 'Sweden' (the European country) or a diminutive of 'Aswad' (black).",سويدي|سويدى,Swedy|Suwaydi|Sowedy,v0.1.x
سيخة,Sikha,f,n,f,n,0.000164,0.0,0.0,0.0,0.0,77.78,22.22,0.0,0.0,سِيخَة,اسم عائلة، قد يكون له علاقة بـ 'السيخ' (قطعة معدنية رفيعة) أو لهجة محلية.,"Family name, possibly related to 'seekh' (a thin metal rod) or a local dialectal term.",سيخة|سيخه,Seekha|Sikha,v0.1.x
شخيخة,Shakheikha,f,n,f,n,0.000164,0.0,0.0,0.0,0.0,88.89,11.11,0.0,0.0,شَخِيخَة,اسم عائلة، قد يكون له دلالة صوتية أو وصفية في اللهجة المحلية.,"Family name, possibly with an onomatopoeic or descriptive meaning in local dialect.",شخيخة|شخيخه,Shekhekha|Shikheekha,v0.1.x
شرود,Sharoud,n,n,f,n,0.000164,0.0,0.0,0.0,0.0,94.44,5.56,0.0,0.0,شَرُود,الشرود؛ التِيه والذهاب,Wandering; strayness,شرود,Sharoud|Sharud,v0.1.x
شكير,Shokeir,m,n,f,n,0.000164,0.0,0.0,22.22,22.22,44.44,11.11,0.0,0.0,شُكَيْر,اسم عائلة، تصغير لكلمة 'شكر' أو 'شاكر'، بمعنى كثير الشكر أو الشاكر الصغير.,"Family name, diminutive of 'Shukr' (gratitude) or 'Shaker' (grateful), meaning 'little grateful one' or 'very grateful'.",شكير,Shekkeer|Shakkir|Shakir,v0.1.x
شمسو,Shamso,m,n,g,n,0.000164,0.0,0.0,0.0,22.22,66.67,5.56,5.56,0.0,شَمْسُو,اسم علم شخصي، تصغير أو تدليل لكلمة 'شمس'، بمعنى الشمس الصغيرة أو المحبوبة.,"Given name, diminutive or endearment of 'Shams' (sun), meaning 'little sun' or 'beloved sun'.",شمسو,Shamsou|Shamsu|Shamso,v0.1.x
